SEGMENTO;"Cooperativa de Crédito";
NOME DA INSTITUICAO;-;
CNPJ;-;
PAIS;Todos;
UF;-;
MUNICIPIO;-;
;
CNPJ;NOME DA INSTITUICAO;ENDERECO;COMPLEMENTO;BAIRRO;CEP;MUNICIPIO;UF;PAIS;DDD;FONE;SITE NA WEB;
57996878;"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL";"AV PAPA JOAO XXIII, 2100";-;"SERTAOZINHO";"09370901";"MAUA";"SP";"Brasil";-;-;"https://www.fncc.com.br";
29985421;"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO NEFFA E DEMAIS ESTABELECIMENTOS DO SETOR DE ALIMENTOS DA GRANDE VITÓRIA.";"RUA MARIA HELENA MURAD NEFFA  95";"SALA 01";"CENTRO";"29010280";"VITORIA";"ES";"Brasil";-;-;"https://www.credneffa.com.br";
64293582;"COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.";"AVENIDA OLINTO MEIRELES";"65";"DAS INDÚSTRIAS I";"30610822";"BELO HORIZONTE";"MG";"Brasil";-;-;-;
10808037;"COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE MANAUS - SICOOB CREDEMPRESAS-AM";"RUA SAO LUIS  555";"ANEXO A FEDERACAO DO COMERCIO DO ESTADO DO AMAZONA";"ADRIANOPOLIS";"69057250";"MANAUS";"AM";"Brasil";-;-;-;
8075352;"COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS E EMPREGADOS DOS TRANSPORTES E CORREIOS DO SUL DO BRASIL - TRANSPOCRED";"RUA CORONEL PEDRO DEMORO, N. 1595";-;"BALNEARIO";"88075301";"FLORIANOPOLIS";"SC";"Brasil";-;-;"https://www.transpocred.coop.br";
44746352;"COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA DE BARRA BONITA E REGIÃO";"RUA MAJOR POMPEU 409";-;"CENTRO";"17340000";"BARRA BONITA";"SP";"Brasil";-;-;-;
11356599;"COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA PERPART, DO IPA E DA ADAGRO - COOPEMATER";"RUA DR  JOAO LACERDA  395";-;"CORDEIRO";"50711280";"RECIFE";"PE";"Brasil";-;-;"https://www.coopemater.com.br";
3657230;"COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO GRUPO PPG";"ROD  ANHANGUERA KM 106 5";"PREDIO 9000";"JARDIM SAO JUDAS";"13180480";"SUMARE";"SP";"Brasil";-;-;-;
84156470;"COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO NOS ESTADOS DO AMAPÁ E CEARÁ E LIVRE ADMISSÃO NO ESTADO DO PARÁ - SICOOB COIMPPA";"RUA JOAO DIOGO  08";-;"CIDADE VELHA";"66015165";"BELEM";"PA";"Brasil";-;-;"https://www.sicoobunicoob.com.br/minha-cooperativa/sicoob-coimppa/";
3519240;"COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP";"RUA TIMBIRAS  2928";"6  ANDAR";"BARRO PRETO";"30140062";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.sicoobjusmp.com.br";
5040680;"COOPERATIVA DE CRÉDITO DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO LTDA. - MAGICREDI-RJ";"RUA ERASMO BRAGA, 227";"GRUPO 809";"CENTRO";"20020000";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;
9552111;"COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.";"RUA 72";"N  234";"JARDIM GOIAS";"74805480";"GOIANIA";"GO";"Brasil";-;-;"https://www.sicoobjuriscredcelg.com.br";
5740092;"COOPERATIVA DE CRÉDITO DOS METALÚRGICOS DO ABC - CREDABC";"RUA JOAO BASSO  231";-;"CENTRO";"09721100";"SAO BERNARDO DO CAMPO";"SP";"Brasil";-;-;-;
8143326;"COOPERATIVA DE CRÉDITO DOS MÉDICOS E PROFISSIONAIS DE SAÚDE DE SÃO LUÍS - SICREDI SÃO LUÍS";"AV  DANIEL DE LA TOUCHE  987";"SUC 317E  SHOPPING DA ILHA";"COHAMA";"65074115";"SAO LUIS";"MA";"Brasil";-;-;"https://www.sicredi.com.br/saoluis/";
71884498;"COOPERATIVA DE CRÉDITO DOS MÉDICOS, DENTISTAS, PROFISSIONAIS DA ÁREA DE SAÚDE E DE LIVRE ADMISSÃO DO ESTADO DE SÃO PAULO LTDA. - UNICRED DO ESTADO DE SÃO PAULO";"AVENIDA BARAO DE ITAPURA  950";"7  ANDAR";"GUANABARA";"13020431";"CAMPINAS";"SP";"Brasil";-;-;"https://www.unicred-campinas.com.br";
36900256;"COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO";"RUA BARAO DE MELGACO";"2754  SALA 16  ED  WORK TOWER";"CENTRO";"78020800";"CUIABA";"MT";"Brasil";-;-;"https://www.unicred.com.br/matogrosso";
2602922;"COOPERATIVA DE CRÉDITO DOS MÉDICOS, SERVIDORES PÚBLICOS E EMPRESÁRIOS DO NORDESTE LTDA - UNICRED DO NORDESTE";"RUA  DR SABINO SILVA  396";-;"CENTRO";"44001264";"FEIRA DE SANTANA";"BA";"Brasil";-;-;"https://www.unicred.com.br/bahia";
71418784;"COOPERATIVA DE CRÉDITO DOS MÉDICOS, TÉCNICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA., UNICRED SUL DE MINAS";"RUA DR  JOSE RESENDE PINTO 135";-;"VILA PINTO";"37010590";"VARGINHA";"MG";"Brasil";-;-;"https://www.unicredmg.com.br";
70937271;"COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA";"AV  JOAO PINHEIRO  690";-;"CENTRO";"38400126";"UBERLANDIA";"MG";"Brasil";-;-;"https://www.unicred.com.br";
71432926;"COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE E DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA. - UNICRED PROGRESSO";"RUA ALAOR PRATA  294";"1  ANDAR";"CENTRO";"38015010";"UBERABA";"MG";"Brasil";-;-;"https://www.unicredmg.com.br";
5979692;"COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DOS CREAS E DEMAIS ÁREAS TECNOLÓGICAS - CREDCREA";"RUA HERMANN BLUMENAU, N. 215";-;"CENTRO";"88020020";"FLORIANOPOLIS";"SC";"Brasil";-;-;"https://www.credcrea.coop.br";
3102185;"COOPERATIVA DE CRÉDITO DOS SERVIDORES DA UNIÃO, EMPRESÁRIOS, PROFISSIONAIS AUTÔNOMOS E LIBERAIS - SICOOB CENTRO NORDESTE";"RUA DAS TRINCHEIRAS 104";-;"CENTRO";"58011000";"JOAO PESSOA";"PB";"Brasil";-;-;-;
21797311;"COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR E DE LIVRE ADMISSÃO LTDA. - SICOOB COFAL";"RUA MATIAS CARDOSO 155 3 E 4 ANDARES";-;"SANTO AGOSTINHO";"30170050";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.sicoobcofal.com.br";
3269540;"COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA - SICOOB COOPEMG";"RUA DIABASE  295 A";-;"PRADO";"30411060";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.coopemg.com.br";
1235921;"COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DA GRANDE VITÓRIA/ES";"AVENIDA MARECHAL MASCARENHAS DE MORAES, 2809";"CASA 1- PAVIMENTO";"BENTO FERREIRA";"29050625";"VITORIA";"ES";"Brasil";-;-;"https://www.sicres.coop.br";
20833976;"COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIMÓTEO LTDA. - COOPERTIM";"AV. ACESITA, 3301";-;"SAO JOSE";"35182452";"TIMOTEO";"MG";"Brasil";-;-;-;
4321309;"COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB CRED EXECUTIVO";"AV  LUIZ VIANA FILHO   260";"PREDIO DA SEFAZ     CENTRO ADMINISTRATIVO DA BAHIA";"PARALELA";"41730101";"SALVADOR";"BA";"Brasil";-;-;-;
3047549;"COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES";"RUA 05 QUADRA G LOTE 01";"ESQUINA COM ALAMEDA BARRINHA";"JARDIM BRASILIA";"75906250";"RIO VERDE";"GO";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobunicidades";
7412987;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ALIANÇA";"AVENIDA  BRASILIA";"1970";"CENTRO";"89870000";"PINHALZINHO";"SC";"Brasil";-;-;"https://www.cresolcentral.com.br";
5425526;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL DESENVOLVIMENTO";"RUA 29 DE JULHO  251";-;"CENTRO";"89700039";"CONCORDIA";"SC";"Brasil";-;-;"https://www.cresolcentral.com.br";
3485130;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL ENCOSTAS DA SERRA GERAL";"RUA GERMANO HERMESMEYER  N  170";"SALA 1";"CENTRO";"88763000";"SANTA ROSA DE LIMA";"SC";"Brasil";-;-;"https://www.cresolcentral.com.br";
5070112;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INOVAÇÃO";"RUA ARARANGUA  12";-;"CENTRO";"89837000";"CORONEL MARTINS";"SC";"Brasil";-;-;"https://www.cresolcentral.com.br";
8055016;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL INTERAÇÃO";"RUA PREFEITO REBELATTO  111";-;"CENTRO";"89780000";"XAVANTINA";"SC";"Brasil";-;-;"https://www.cresolcentral.com.br";
5269976;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL MAIS";"AVENIDA GETULIO VARGAS  322";-;"CENTRO";"89859000";"FORMOSA DO SUL";"SC";"Brasil";-;-;"https://www.cresolcentral.com.br";
2663426;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL NOROESTE";"AVENIDA PRESIDENTE VARGAS";"788";"CENTRO";"99680000";"CONSTANTINA";"RS";"Brasil";-;-;-;
7509426;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA - CRESOL XANXERÊ";"RUA BARÃO DO RIO BRANCO, N- 264";-;"CENTRO";"89820000";"XANXERE";"SC";"Brasil";-;-;"https://www.cresolcentral.com.br";
2844024;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL EVOLUÇÃO";"RUA SETE DE SETEMBRO  954";-;"CENTRO";"89950000";"DIONISIO CERQUEIRA";"SC";"Brasil";-;-;"https://www.cresolcentral.com.br";
7320890;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CRESOL VALE";"RUA SANTA CATARINA  2 192";-;"CENTRO";"89148000";"VITOR MEIRELES";"SC";"Brasil";-;-;"https://www.cresolcentral.com.br";
4565791;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA - CRESOL ARATIBA";"RUA SANTO GRANZOTTO 146";-;"CENTRO";"99770000";"ARATIBA";"RS";"Brasil";-;-;-;
2904125;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA";"AV  LUIZ PESSETTI  110";-;"CENTRO";"99730000";"JACUTINGA";"RS";"Brasil";-;-;-;
3015152;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE SÃO VALENTIM - CRESOL SÃO VALENTIM";"AV CASTELO BRANCO  733";-;-;"99640000";"SAO VALENTIM";"RS";"Brasil";-;-;-;
5863726;"COOPERATIVA DE CRÉDITO E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA";"AVENIDA RIO BRANCO 129";-;"CENTRO";"99840000";"SANANDUVA";"RS";"Brasil";-;-;-;
7215632;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ALTERNATIVA - CRESOL ALTERNATIVA";"ALAMEDA ARISTILIANO RAMOS  1144";"SEGUNDO PISO";"CENTRO";"89160113";"RIO DO SUL";"SC";"Brasil";-;-;"https://www.cresolsicoper.com.br";
7465539;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ALTO VALE - CRESOL ALTO VALE";"R RUA 7 DE SETEMBRO, 1955";-;"CENTRO";"89157000";"WITMARSUM";"SC";"Brasil";-;-;"https://www.cresolsicoper.com.br";
5211129;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO NORTE - CRESOL CENTRO NORTE";"PRAÇA PADRE BASSO, 167";-;"CENTRO";"99800000";"MARCELINO RAMOS";"RS";"Brasil";-;-;"https://cresolsicoper.com.br/";
1155801;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SERRA - CRESOL CENTRO SERRA";"RUA MATEUS CONCEIÇÃO, 477";-;"DO BOSQUE";"89520000";"CURITIBANOS";"SC";"Brasil";-;-;"https://www.cresolsicoper.com.br";
2910987;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CENTRO SUL RS/MS - CRESOL CENTRO SUL RS/MS";"RUA ARGENTINA, N- 135";-;"CENTRO";"99700026";"ERECHIM";"RS";"Brasil";-;-;"https://cresolsicoper.com.br/";
11969853;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONEXÃO - CRESOL CONEXÃO";"AVENIDA BRASILIA";-;"CIDADE ALTA";"85884000";"MEDIANEIRA";"PR";"Brasil";-;-;-;
7252614;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONFIANÇA - CRESOL CONFIANÇA";"AVENIDA VIGARIO JOAO CRISOSTOMO, 392";-;"CENTRO";"99850000";"PAIM FILHO";"RS";"Brasil";-;-;"https://cresolsicoper.com.br/";
5983995;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA COOPERAR - CRESOL COOPERAR";"RUA CONDE DE PORTO ALEGRE, 342";-;"CENTRO";"98670000";"HUMAITA";"RS";"Brasil";-;-;"https://www.cresolsicoper.com.br";
10520232;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DA AMAZÔNIA - CRESOL AMAZÔNIA";"AVENIDA MARECHAL RONDON N  1780";"SALA A";"CENTRO";"76900136";"JI-PARANA";"RO";"Brasil";-;-;-;
4490531;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE GOIÁS - CRESOL GOIÁS";"RUA ENEAS BRETAS";"QUADRA A LOTE 17 18";"CENTRO";"75280000";"ORIZONA";"GO";"Brasil";-;-;-;
8624548;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE MINAS GERAIS - CRESOL MINAS GERAIS";"AVENIDA MARECHAL FLORIANO  27";"LOJA 03  PRIMEIRO ANDAR";"BARRA";"36884113";"MURIAE";"MG";"Brasil";-;-;"https://www.cresol.com.br";
50735161;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DE NOVA MUTUM E REGIÃO - CRESOL MATO GROSSO";"AVENIDA DAS ARARAS, N° 189";"SETOR  W  SALA  02  QUADRA  055  LOTE  0017A";"CENTRO";"78450000";"NOVA MUTUM";"MT";"Brasil";-;-;-;
6139650;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO RIO GRANDE DO SUL - CRESOL RIO GRANDE DO SUL";"RUA OLAVO BILAC, 914";"SALA 301 A 305, TERCEIRO ANDAR, COND. SÃO BENTO";"IMIGRANTE";"95702000";"BENTO GONCALVES";"RS";"Brasil";-;-;-;
7512780;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA DO VALE EUROPEU - CRESOL VALE EUROPEU";"AVENIDA CORONEL ANTÔNIO LEHMKHUL, 230";-;"CENTRO";"88150000";"AGUAS MORNAS";"SC";"Brasil";-;-;-;
6031727;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ESSÊNCIA - CRESOL ESSÊNCIA";"RUA OLAVO BILAC, 855";-;"CENTRO";"98960000";"SANTO CRISTO";"RS";"Brasil";-;-;"https://www.cresolsicoper.com.br";
5276770;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA FRONTEIRAS PR/SC/SP/ES - CRESOL FRONTEIRAS PR/SC/SP/ES";"RUA BELÉM, N° 3090";"2° ANDAR, EDIFÍCIO NILSON SCHLEMMER";"CENTRO";"85770000";"REALEZA";"PR";"Brasil";-;-;-;
4622657;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GERAÇÕES - CRESOL GERAÇÕES";"RUA TAPIJARA, 09";-;"CENTRO";"98500000";"TENENTE PORTELA";"RS";"Brasil";-;-;-;
6126780;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA GRANDES LAGOS PR/SP - CRESOL GRANDES LAGOS PR/SP";"RUA XV DE NOVEMBRO, 7326";-;"CENTRO";"85010000";"GUARAPUAVA";"PR";"Brasil";-;-;"https://www.cresol.com.br";
5277312;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA HORIZONTE - CRESOL HORIZONTE";"RUA MANOEL ESTEVAO  N  735";-;"SAO BERNARDO";"84600364";"UNIAO DA VITORIA";"PR";"Brasil";-;-;"https://www.cresol.com.br";
7268499;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA INTEGRAÇÃO - CRESOL INTEGRAÇÃO";"AVENIDA MINISTRO CIRNE LIMA, 1715";-;"VILA BECKER";"85903590";"TOLEDO";"PR";"Brasil";-;-;-;
2934201;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA LIDERANÇA - CRESOL LIDERANÇA";"RUA 14 DE DEZEMBRO";"4245";"CENTRO";"85560000";"CHOPINZINHO";"PR";"Brasil";-;-;"https://www.cresol.com.br";
7946451;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA MEIO OESTE - CRESOL MEIO OESTE";"AVENIDA IRMAOS PICOLLI  252";-;"CENTRO";"89642000";"TANGARA";"SC";"Brasil";-;-;"https://www.cresolsicoper.com.br";
8488377;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA MISSÕES FRONTEIRA RS - CRESOL MISSÕES FRONTEIRA RS";"AVENIDA CASTELA BRANCO, 1264";"SALA 01";"CENTRO";"97950000";"GUARANI DAS MISSOES";"RS";"Brasil";-;-;"https://www.cresolsicoper.com.br";
5494591;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NASCENTE - CRESOL NASCENTE";"RUA RUI BARBOSA, 94";-;"CENTRO";"88450000";"ALFREDO WAGNER";"SC";"Brasil";-;-;"https://www.cresolsicoper.com.br";
7925729;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA NORTE PARANAENSE - CRESOL NORTE PARANAENSE";"AVENIDA AYRTON SENNA DA SILVA";"10- ANDAR - SALAS 1001, 1002, 1003 E 1004";"GLEBA FAZENDA PALHAN";"86050460";"LONDRINA";"PR";"Brasil";-;-;-;
5220243;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ORIGENS - CRESOL ORIGENS";"RUA SENADOR ALBERTO PASQUALINI";"1381";"CENTRO";"99560000";"SARANDI";"RS";"Brasil";-;-;"https://www.cresolsicoper.com.br";
2766672;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PLANALTO SUL - CRESOL PLANALTO SUL";"RUA JUVENAL MATOS, 21";-;"CENTRO";"88600000";"SAO JOAQUIM";"SC";"Brasil";-;-;"https://www.cresolsicoper.com.br";
2448310;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PROGRESSO - CRESOL PROGRESSO";"AVENIDA BRASIL, N- 4369";-;"CENTRO";"85812002";"CASCAVEL";"PR";"Brasil";-;-;-;
17343510;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA RAIZ - CRESOL RAIZ";"RUA MAURÍCIO CARDOSO, 482";-;"CENTRO";"98400000";"FREDERICO WESTPHALEN";"RS";"Brasil";-;-;"https://www.cresolsicoper.com.br";
4350225;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRADIÇÃO - CRESOL TRADIÇÃO";"RUA NOSSA SENHORA DA GLÓRIA, 52";-;"CANGO";"85604090";"FRANCISCO BELTRAO";"PR";"Brasil";-;-;"https://www.cresol.com.br";
24431221;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRANSAMAZÔNICA - CRESOL TRANSAMAZÔNICA";"AVENIDA MARECHAL CASTELO BRANCO  52";-;"CENTRO";"68485000";"PACAJA";"PA";"Brasil";-;-;"https://www.cresol.com.br/transamazonica";
4261151;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRANSFORMAÇÃO - CRESOL TRANSFORMAÇÃO";"RUA ALBERTO KOGLIN, 3683";"CENTRO COMERCIAL INFINITY BLUE, SALA 01";"CENTRO";"89155000";"DONA EMMA";"SC";"Brasil";-;-;"https://www.cresolsicoper.com.br";
8560508;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO";"RUA PREFEITO PEDRO FURTADO DAS NEVES, 385";"2- ANDAR";"CENTRO";"84150000";"SAO JOAO DO TRIUNFO";"PR";"Brasil";-;-;"https://www.cresol.com.br";
2446089;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO - CRESOL UNIÃO";"RUA DR  UBALDINO DO AMARAL  N 460";"1  ANDAR";"CENTRO";"85550000";"CORONEL VIVIDA";"PR";"Brasil";-;-;"https://www.cresol.com.br";
5231945;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS VALES - CRESOL UNIÃO DOS VALES";"RUA PROFESSORA DIVA PROENÇA N- 1245";-;"CENTRO";"86870000";"IVAIPORA";"PR";"Brasil";-;-;"https://www.cresol.com.br";
4663561;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS PR/MG - CRESOL VALE DAS ÁGUAS PR/MG";"AVENIDA SANTOS DUMONT, N- 2330";"1- ANDAR";"CENTRO";"85301040";"LARANJEIRAS DO SUL";"PR";"Brasil";-;-;"https://www.cresol.com.br";
2025743;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VALE DO OURO - CRESOL VALE DO OURO";"RUA OLIVEIRA BRITO";-;"CENTRO";"0048500000";"EUCLIDES DA CUNHA";"BA";"Brasil";-;-;"https://www.cresol.com.br";
3965737;"COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VANGUARDA - CRESOL VANGUARDA";"RUA PAULO MARQUES D, N° 242,";"SALA 2";"PASSO DOS FORTES";"89805112";"CHAPECO";"SC";"Brasil";-;-;-;
79457883;"COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP";"RUA RENE TACOLA  594";"2  ANDAR";"CENTRO";"86975000";"MANDAGUARI";"PR";"Brasil";-;-;-;
3632872;"COOPERATIVA DE CRÉDITO E INVESTIMENTO DO SUDOESTE  DA AMAZÔNIA LTDA - SICOOB CREDISUL";"AV  CAPITAO CASTRO  3178";"PREDIO";"CENTRO";"76980150";"VILHENA";"RO";"Brasil";-;-;-;
88530142;"COOPERATIVA DE CRÉDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE";"AV  MARECHAL FLORIANO  1305";-;"CENTRO";"96400010";"BAGE";"RS";"Brasil";-;-;-;
4751713;"COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE RONDÔNIA - SICOOB CREDJURD";"RUA ALMIRANTE BARROSO  513";-;"CENTRO";"76801089";"PORTO VELHO";"RO";"Brasil";-;-;"https://www.sicoob.com.br/web/sicoobcredjurd/para-voce";
5097757;"COOPERATIVA DE CRÉDITO E SERVIÇOS FINANCEIROS DE CURITIBA E REGIÃO METROPOLITANA";"RUA MARECHAL DEODORO  314   9 ANDAR  SALAS 902 903";"EDIFICIO TIBAGI";"CENTRO";"80010010";"CURITIBA";"PR";"Brasil";-;-;"https://www.coopesf.com.br";
10311218;"COOPERATIVA DE CRÉDITO EVOLUA";"RUA PALMAS, N- 1.943";"SALA 02";"CENTRO";"85605060";"FRANCISCO BELTRAO";"PR";"Brasil";-;-;"https://www.evolua.coop.br";
26014175;"COOPERATIVA DE CRÉDITO GUARANICREDI LTDA. - SICOOB GUARANICREDI";"RUA BENEDITO VALADARES";"258";"CENTRO";"36160000";"GUARANI";"MG";"Brasil";-;-;-;
7194313;"COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE";"AV  ARAPONGAS  N  446";-;"CENTRO";"86700050";"ARAPONGAS";"PR";"Brasil";-;-;"https://www.sicoobunicoob.com.br";
7122321;"COOPERATIVA DE CRÉDITO INTEGRADO - SICOOB INTEGRADO";"RUA TAPAJOS  440";-;"CENTRO";"85501043";"PATO BRANCO";"PR";"Brasil";-;-;"https://www.sicoobunicoob.com.br";
85291086;"COOPERATIVA DE CRÉDITO LITORÂNEA";"RUA DONA HELENA CECHINEL  317";"CENTRO";"CENTRO";"88950000";"JACINTO MACHADO";"SC";"Brasil";-;-;"https://www.credija.com.br";
